track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,deezer_playlist_count,deezer_playlist_reach,shazam_counts,explicit_track
Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,USUG12101042,985,48.6,793287638.0,225513.0,37094631.0,71.0,104966782.0,872923.0,36542.0,45722496.0,319496635.0,783169.0,130.0,18714.0,21.0,693216.0,2221501.0,1
Jiwa Yang Bersedih,Jiwa Yang Bersedih - Single,Ghea Indrawari,2023-05-18,FRX452328816,987,48.4,229120157.0,11931.0,7972917.0,69.0,136914720.0,1023397.0,1589944.0,378055132.0,5604886674.0,45212529.0,6.0,3334.0,15.0,230295.0,154129.0,0
Coco Chanel,3MEN2 KBRN,Eladio Carrion,2023-03-17,QM4TX2344391,988,48.4,459282058.0,67717.0,32043186.0,72.0,100210832.0,673502.0,49000.0,17997404.0,147682062.0,1805292.0,46.0,24347.0,13.0,242670.0,742228.0,1
Calm Down Baby,Calm Down Baby - Single,DJ Laxman,2024-01-12,FR10S2458617,989,48.4,1389772733.0,1.0,1.0,67.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,2.0,5993.0,15.0,230295.0,903827.0,0
At My Worst,The Prelude,Pink Sweat$,2020-07-17,USAT22003823,991,48.3,670245273.0,83819.0,24550707.0,64.0,537033479.0,4862491.0,3893052.0,155783189.0,1736930175.0,10765679.0,58.0,32924.0,17.0,104909.0,2977114.0,0
TOO MUCH,TOO MUCH,The Kid LAROI,2023-10-19,USSM12307154,990,48.3,137894955.0,20037.0,20683852.0,67.0,45533851.0,1730466.0,4402.0,2179277.0,13108162.0,1665204683.0,37.0,99290.0,37.0,404042.0,601987.0,1
Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),Spice,2021-04-30,USVPR2100046,993,48.2,218431985.0,56998.0,7122424.0,61.0,336505073.0,3901948.0,3595260.0,338445934.0,4731467896.0,11491467.0,24.0,20192.0,10.0,193061.0,6024636.0,0
Cake By The Ocean - Cover,NEW TIK&TOK - BUZZ BEST -,MUSIC LAB JPN,2023-06-07,TCJPV2340543,1103,48.2,1611084670.0,33806.5,13496421.5,67.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,1
Miles On It,Miles on It,Marshmello,2024-05-03,QZZVQ2400059,992,48.2,41924126.0,3794.0,124369916.0,79.0,4219901.0,103922.0,182364.5,27141268.0,265551910.0,237146592.0,87.0,4032.0,51.0,8224597.0,189286.0,0
El Caballito,El Caballito - Single,FARIANA,2024-06-07,QM6N22408548,994,48.2,184278.0,74.0,5010610.0,42.0,147139870.5,1277936.5,63000.0,14587439.0,205181975.0,100962228.0,4.0,8.0,15.0,230295.0,2840.0,1
PICK UP THE PHONE (feat. Nate Dogg),PICK UP THE PHONE (feat. Nate Dogg),PAWSA,2024-05-31,GBCEN2400112,995,48.1,2284977.0,1425.0,11819359.0,22.0,186215.0,4951.0,182364.5,27141268.0,265551910.0,100962228.0,13.0,243.0,16.0,206878.0,44984.0,1
Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),GloRilla,2022-09-23,USUM72217666,996,48.1,157806193.0,27840.0,14490602.0,64.0,216925153.0,1357039.0,264839.0,77376260.0,507673872.0,175345907.0,41.0,221878.0,6.0,22426.0,1089768.0,1
Lost on You,Lost On You,LP,2016-03-24,QMRSZ1501406,998,48.1,837042727.0,127522.0,22902207.0,70.0,2265062550.0,13313083.0,87300.0,31874280.0,239446479.0,220914117.0,80.0,80796.0,105.0,511599.0,16431621.0,0
Lean Wit Me,Lean Wit Me,Juice WRLD,2018-05-22,USUG11800945,1001,47.9,880781313.0,137341.0,29154307.0,72.0,432457883.0,3689786.0,28508.0,3880481.0,33981823.0,5946423.0,21.0,835.0,10.0,71637.0,934193.0,1
HOTEL LOBBY (Unc & Phew),HOTEL LOBBY (Unc and Phew),Quavo,2022-05-20,USUG12202512,1002,47.9,399707517.0,131547.0,25873871.0,69.0,44839108.0,449678.0,1332.0,101238.0,1130861.0,2803361.0,66.0,36742.0,12.0,1000634.0,2145146.0,1
"Choli Ke Peeche (From ""Crew"")","Choli Ke Peeche (From ""Crew"") - Single",Diljit Dosanjh,2024-03-20,INT102400983,1006,47.9,16264473.0,552.0,6584623.0,67.0,93523633.0,390514.0,182364.5,27141268.0,265551910.0,100962228.0,1.0,487.0,15.0,230295.0,35056.0,0
April Rain in August Weather,April Rain in August Weather - Single,Baba Blakes,2023-03-24,FR96X2351551,1004,47.9,408449.0,38.0,1747.0,12.0,524571173.0,1510602.0,23.0,20.0,385.0,100962228.0,29.0,25.0,15.0,230295.0,75.0,0
LEATHER,LEATHER,MAKAELA,2023-01-27,QZJG52355895,1000,47.9,1696.0,33806.5,13496421.5,67.0,604258394.0,1611760.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,6.0,15.0,230295.0,903827.0,1
Panini,Panini,Lil Nas X,2019-06-20,USSM11903948,1003,47.9,741766886.0,96241.0,16599790.0,62.0,659070547.0,10294151.0,334492.0,59073681.0,493209730.0,229239236.0,68.0,46553.0,22.0,405827.0,2409985.0,0
She Had Me At Heads Carolina,Stereotype,Cole Swindell,2022-04-08,USWB12200181,1007,47.9,244709550.0,33533.0,14159174.0,69.0,92809269.0,501049.0,53799.0,11305059.0,140118719.0,466327206.0,31.0,418626.0,4.0,96022.0,911477.0,0
"So Long, London",THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401032,1008,47.8,175613480.0,4454.0,20883678.0,84.0,15237337.0,222750.0,182364.5,247100.0,1510800.0,24074850.0,29.0,774.0,6.0,284806.0,67886.0,0
good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101253,1009,47.8,2167768056.0,12805.0,3065794.0,54.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,93.0,819886.0,6.0,192922.0,7171230.0,0
happier,SOUR,Olivia Rodrigo,2021-05-21,USUG12101247,1015,47.7,1133535049.0,116055.0,29173011.0,79.0,352845171.0,3883946.0,722581.0,472933333.0,3266081830.0,326868389.0,56.0,20348.0,11.0,193230.0,1970544.0,1
Lalala,Lalala,Y2K,2019-06-28,USSM11904230,1010,47.7,968133091.0,142494.0,16656325.0,66.0,707665227.0,10665380.0,2733359.0,556612849.0,6342877983.0,368355428.0,76.0,25256.0,33.0,6401270.0,9155025.0,1
ONE MORE TIME,ONE MORE TIME / MORE THAN YOU KNOW,blink-182,2023-09-21,USSM12306395,1011,47.7,62097485.0,16027.0,7986146.0,67.0,36646460.0,717689.0,5436.0,2500510.0,39957104.0,40665968.0,23.0,159385.0,18.0,291819.0,1145608.0,0
Unknown,Unknown,HoneyWorks,2022-11-21,JPX402200183,1014,47.7,23191929.0,5912.0,438018.0,51.0,128703160.0,1112327.0,3400886.0,499324989.0,6284732144.0,80772548.0,3.0,80.0,15.0,230295.0,188814.0,0
Chichiquetere,Chichiquetere,HCTM,2022-08-06,SGB502231965,1017,47.6,1858478.0,581.0,37113.0,28.0,163462.0,3981.0,5101153.0,88338099.0,1420793896.0,100962228.0,29.0,23.0,15.0,230295.0,49225.0,0
After Hours,After Hours,Kehlani,2024-04-04,USAT22401034,1019,47.6,34629239.0,3962.0,55053444.0,14.0,2560026.0,50310.0,182364.5,477400.0,4592500.0,14602910.0,49.0,36465.0,17.0,215137.0,349619.0,1
Monkeys Spinning Monkeys,SteamFun - Single,Kevin MacLeod,2011-05-16,USUAN1400011,1018,47.6,11477477.0,7679.0,1490705.0,36.0,11457166.0,123604.0,31963934.0,23474223833.0,233232311463.0,1418397.0,4.0,2557.0,1.0,43207.0,1177639.0,0
II MOST WANTED,COWBOY CARTER,Beyoncé,2024-03-27,USSM12402717,1022,47.5,76870736.0,5252.0,32501444.0,67.0,6424033.0,126715.0,182364.5,27141268.0,265551910.0,200314697.0,76.0,35701.0,83.0,6321279.0,286217.0,0
One Kiss (with Dua Lipa),Dua Lipa (Complete Edition),Calvin Harris,2015-01-01,GBARL1800368,1024,47.5,2178606166.0,291456.0,162511602.0,79.0,1256080361.0,8723122.0,1932873.0,174361744.0,1597020461.0,706333060.0,458.0,160995.0,548.0,3408335.0,15829169.0,0
Mmhmm,Mmhmm,BigXthaPlug,2023-10-06,QZNMX2391413,1020,47.5,155648648.0,28131.0,46683719.0,82.0,27758776.0,286628.0,44222.0,881868.0,7609548.0,105397484.0,20.0,23720.0,1.0,1924.0,479173.0,1
BOP,KIRK,DaBaby,2019-09-27,USUM71918972,1021,47.5,820923123.0,158363.0,34079735.0,68.0,661665888.0,6303898.0,74988.0,16461096.0,129969428.0,156344017.0,68.0,140499.0,38.0,202117.0,2417871.0,1
Husn,Husn,Anuv Jain,2023-12-01,INUM72303081,1023,47.5,181457783.0,12424.0,10746664.0,74.0,130834495.0,1816271.0,182364.5,27141268.0,265551910.0,1014573386.0,9.0,104.0,1.0,1097.0,355361.0,0
Titanium (feat. Sia),Nothing But The Beat,Sia,2011-01-01,GB28K1100036,1031,47.4,1634403761.0,244291.0,103798139.0,74.0,1855838617.0,9070363.0,223184.0,49312980.0,510515661.0,1440344388.0,253.0,213633.0,142.0,1062057.0,15214627.0,0
Kahani Suno 2.0,Kahani Suno 2.0,Kaifi Khalil,2022-05-31,QZK6Q2278612,1027,47.4,296648613.0,21479.0,6678540.0,68.0,510727740.0,6497078.0,1200000.0,27052606.0,410960127.0,100962228.0,2.0,5993.0,1.0,1097.0,422144.0,0
No_se_ve.mp3,No_se_ve.mp3 - Single,Emilia,2023-05-03,QM6N22333334,1025,47.4,218340846.0,30667.0,18842918.0,64.0,223159269.0,879627.0,225600.0,67337219.0,876147905.0,290956426.0,20.0,23591.0,30.0,766172.0,744536.0,1
Arcade,Arcade,Duncan Laurence,2019-03-07,NL1TK1900001,1029,47.4,1184536529.0,199838.0,52970224.0,69.0,439603979.0,6566306.0,1458534.0,698504294.0,6956515458.0,852884.0,124.0,162431.0,51.0,343757.0,11835805.0,0
Ya Te Olvide,Ya Te Olvide,Natanael Cano,2024-05-15,QZ9QQ2400324,1032,47.4,38139811.0,1763.0,29137587.0,79.0,19437867.0,412418.0,182364.5,27141268.0,265551910.0,100962228.0,9.0,4.0,2.0,1229099.0,114816.0,0
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,GBARL1500704,1026,47.4,1156342373.0,168603.0,66723908.0,78.0,1961319809.0,8520003.0,527189.0,148496036.0,982629718.0,234830168.0,364.0,77370.0,132.0,734737.0,14394209.0,0
BUTTERFLY EFFECT,EPIC AF,Travis Scott,2017-01-01,USSM11704799,1028,47.4,1388024799.0,219410.0,37089107.0,79.0,583707677.0,4328247.0,103265.0,22575146.0,236970860.0,39422962.0,133.0,7534.0,31.0,285491.0,3356112.0,0
Let You Down,Let You Down,NF,2017-09-15,USUM71708226,1034,47.2,1472430869.0,187536.0,40032849.0,73.0,668707222.0,7011620.0,754672.0,35519027.0,270757450.0,128349191.0,68.0,67662.0,30.0,104624.0,8887316.0,0
FE!N (feat. Playboi Carti),FE!N (feat. Playboi Carti),Travis Scott,2024-03-30,USSM22301824,1033,47.2,656618110.0,3.0,82.0,67.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,1
Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030934,1036,47.1,745086450.0,95154.0,29388631.0,67.0,818482247.0,8068018.0,1515908.0,126702212.0,1133216780.0,291194930.0,128.0,24957.0,35.0,372403.0,1822325.0,0
ETA,NewJeans 2nd EP 'Get Up',NewJeans,2023-07-21,USA2P2330071,1038,47.1,234215735.0,20419.0,7910753.0,74.0,189170317.0,1734442.0,98128.0,38199952.0,297802502.0,537474239.0,24.0,2619.0,2.0,18940.0,248138.0,0
Jordan,Jordan,Ryan Castro,2021-04-30,FR96X2111994,1037,47.1,535847791.0,57454.0,22561916.0,73.0,602969531.0,3455570.0,2054500.0,440899222.0,5134093462.0,126173423.0,23.0,16697.0,9.0,55353.0,1079602.0,0
Take You Dancing,Take You Dancing,Jason Derulo,2020-07-22,USAT22004479,1039,47.1,716319941.0,98905.0,32882211.0,65.0,460154791.0,3442896.0,522107.0,149900995.0,1506051452.0,176273148.0,145.0,392495.0,91.0,3010119.0,903827.0,0
BUBALU,BUBALU,Feid,2023-09-22,USUM72312321,1043,47.0,152487756.0,26763.0,34486818.0,67.0,91266986.0,531703.0,22360.0,672615.0,7708938.0,140740472.0,33.0,45802.0,44.0,11519450.0,783303.0,0
Be Alright,Be Alright,Dean Lewis,2018-06-29,AUUM71800255,1042,47.0,1749353402.0,182732.0,81424354.0,72.0,244698483.0,2156754.0,191718.0,48497239.0,379547638.0,2742.0,148.0,153400.0,47.0,238867.0,12744176.0,1
Jalebi Baby,Jalebi Baby,Tesher,2020-11-13,QZNWQ2070741,1041,47.0,164137928.0,47324.0,4827888.0,58.0,569438267.0,9098356.0,3568275.0,609856643.0,8443743856.0,8067537.0,43.0,20053.0,3.0,1874.0,6489242.0,0
Endless Summer,Endless Summer,Alan Walker,2023-07-13,NOG842305010,1040,47.0,28340672.0,7147.0,9900066.0,55.0,6667293.0,144046.0,2207992.0,16323044.0,395590915.0,13897403.0,8.0,16735.0,10.0,108472.0,150561.0,1
Belly Dancer,Belly Dancer,Imanbek,2022-02-18,NLZ542200165,1047,46.9,547114702.0,110008.0,103107258.0,75.0,152539885.0,1025216.0,81866.0,45025550.0,367187204.0,675951120.0,85.0,125928.0,73.0,1992797.0,3826486.0,0
Who Told You (feat. Drake),Who Told You (feat. Drake) - Single,J Hus,2023-06-08,GBARL2300716,1046,46.9,142574143.0,72496.0,16207605.0,62.0,16368063.0,168658.0,80897.0,28314723.0,264112132.0,511758.0,90.0,25565.0,36.0,503882.0,845300.0,1
NIGHT DANCER,NIGHT DANCER - Single,imase,2022-08-19,JPPO02202918,1045,46.9,239149370.0,46984.0,6134615.0,67.0,281173184.0,3281196.0,1132387.0,226568824.0,2285171989.0,80772548.0,32.0,2272.0,3.0,10100.0,1864998.0,0
Yoksun,Yoksun - Single,Ebru Yaï¿½ï,2024-02-02,FR2X42424385,1048,46.9,33174286.0,1658.0,1193973.0,67.0,119795906.0,342242.0,182364.5,27141268.0,265551910.0,1145002460.0,9.0,5456.0,2.0,1581911.0,499594.0,0
DON'T YOU WORRY,Don't You Worry,Black Eyed Peas,2022-06-16,USSM12202555,1044,46.9,302939117.0,48916.0,26723190.0,62.0,236850911.0,1744818.0,86202.0,6704531.0,74013480.0,5024734774.0,57.0,232177.0,51.0,1215691.0,4456945.0,0
"Rowdy Baby (From ""Maari 2"")",U1 For Life,Dhanush,2020-08-26,IND291823075,1057,46.8,58283353.0,12.0,2710.0,67.0,1558088734.0,6652026.0,182364.5,27141268.0,265551910.0,169255135.0,29.0,5993.0,15.0,230295.0,139710.0,0
MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,Elley Duhï¿,2020-01-10,USRC11903813,1054,46.8,1104008150.0,173612.0,51608714.0,72.0,431904675.0,4882117.0,612500.0,304312367.0,2922804533.0,42354537.0,72.0,88909.0,35.0,997273.0,10511473.0,0
Pickup Man (feat. Post Malone),HIXTAPE Vol. 3: DIFFTAPE (Small Batch),HARDY,2023-11-09,USUG12305726,1055,46.8,27891947.0,11898.0,5352704.0,67.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,8.0,8698.0,1.0,1.0,96725.0,0
Volando (Remix),Volando (Remix),Mora,2021-07-08,QMFME2105596,1052,46.8,701919939.0,105247.0,22304375.0,68.0,560364244.0,2647485.0,26200.0,9024221.0,74137126.0,45891350.0,85.0,14824.0,21.0,301957.0,1404755.0,1
Moth To A Flame (with The Weeknd),The Highlights (Deluxe),Swedish House Mafia,2021-02-05,USUG12105524,1056,46.8,861100951.0,153435.0,41139591.0,74.0,95899960.0,848696.0,35151.0,18345722.0,184453448.0,2623975.0,122.0,245294.0,64.0,3075152.0,5566537.0,0
WORTH IT (feat. Don Toliver),WORTH IT (feat. Don Toliver),Offset,2023-10-12,USUM72313166,1050,46.8,48339964.0,24760.0,10056008.0,67.0,9010442.0,103229.0,182364.5,1020812.0,10073870.0,1861090.0,21.0,115298.0,3.0,905920.0,889320.0,1
"Naina (From ""Crew"")","Naina (From ""Crew"") - Single",Diljit Dosanjh,2024-03-05,INT102400827,1049,46.8,65661355.0,2351.0,12360484.0,76.0,89220257.0,546476.0,182364.5,27141268.0,265551910.0,44670108.0,16.0,617.0,2.0,1606.0,127403.0,0
Bel Bont El3areedh,Haflet Al'ahramat 2022 - Egypt,Hussain Aljassmi,2022-12-19,AEA142213346,1059,46.7,16119.0,5.0,411.0,6.0,634519417.0,4362725.0,182364.5,27141268.0,265551910.0,2105270.0,29.0,5993.0,15.0,230295.0,903827.0,0
"Naa Ready (From ""Leo"")","Naa Ready (From ""Leo"")",Anirudh Ravichander,2023-06-22,INS172307161,1058,46.7,142430643.0,6611.0,5093444.0,64.0,347065741.0,4171813.0,182364.5,663.0,18800.0,153732169.0,8.0,46.0,15.0,230295.0,101174.0,0
Feel the POP,You had me at HELLO,ZEROBASEONE,2024-05-13,KRA492400588,1060,46.6,8699917.0,533.0,10481435.0,58.0,31498812.0,685645.0,182364.5,131400.0,329800.0,100962228.0,5.0,101.0,4.0,34481.0,11352.0,0
Diamonds,Unapologetic (Edited Version),Rihanna,2012-01-01,USUM71211793,1063,46.5,1419912461.0,180128.0,62951327.0,70.0,2336257288.0,11532780.0,12421.0,899775.0,6890158.0,404667689.0,164.0,248320.0,123.0,1169312.0,11373333.0,0
Fuera del mercado,@dannocean,Danny Ocean,2022-02-17,USWL12200098,1064,46.5,535013440.0,57772.0,25048190.0,71.0,162236183.0,1010851.0,2681307.0,387587032.0,4479627831.0,339251328.0,54.0,28857.0,32.0,910491.0,1371874.0,1
Poor People We,Poor People We,Harp and a monkey,2022-11-28,UKXN22273282,1062,46.5,1071.0,6.0,1694.0,67.0,654777639.0,1277936.5,182364.5,27141268.0,265551910.0,176.0,29.0,2.0,15.0,230295.0,23.0,0
El Cielo,El Cielo - Single,Sky Rompiendo,2023-06-02,USSD12300241,1068,46.4,354097795.0,53606.0,50446311.0,74.0,89166241.0,599270.0,26367.0,10289035.0,107126101.0,9653765.0,64.0,18198.0,37.0,398533.0,542456.0,1
ALL MY FELLAS,ALL MY FELLAS,Frizk,2023-09-19,QZTAZ2359846,1070,46.4,56978899.0,19534.0,2505224.0,67.0,31575700.0,824524.0,1095900.0,77314395.0,641905367.0,86472968.0,3.0,13.0,15.0,230295.0,460827.0,1
Bebefinn Song,Bebefinn Song - Single,Pinkfong,2024-05-03,KRE672300203,1069,46.4,38895.0,8.0,611.0,67.0,50007108.0,65432.0,182364.5,27141268.0,265551910.0,100962228.0,1.0,5993.0,15.0,230295.0,903827.0,0
BITTERSUITE,HIT ME HARD AND SOFT,Billie Eilish,2024-05-17,USUM72401987,1066,46.4,58810212.0,3394.0,9510078.0,87.0,147139870.5,1277936.5,97.0,27141268.0,265551910.0,100962228.0,31.0,146.0,5.0,159005.0,104093.0,0
